Date,Open,High,Low,Close,Volume,symbol,Quote_Volume,Number_Of_Trades,funding_Rate,fetch_fear_greed,active_addresses,hash_rate,tx_count,miners_revenue,google_interest,time_frame
2025-05-05,585.65,599.78,583.02,597.19,582464.68,BNB,345704243.1092,771524,-0.00010076666666666666,52.0,,1036227714.9300332,402262.0,52286092.94880676,,1d
2025-05-06,597.18,603.27,592.95,602.56,523941.52,BNB,313284087.3244,730346,-0.00016016666666666667,59.0,,,,,,1d
2025-05-07,602.56,609.29,597.0,602.51,579658.26,BNB,349723761.2308,712317,0.0,67.0,,,,,,1d
2025-05-08,602.51,629.55,600.66,629.29,982144.78,BNB,605319463.1116,1092380,-2.0823333333333334e-05,65.0,,941486895.2792871,373813.0,50308941.74009139,,1d
2025-05-09,629.29,671.3,622.78,666.72,1139785.83,BNB,727344991.6634,1499551,0.0,73.0,,,,,,1d
2025-05-10,666.72,679.29,648.67,664.1,1097006.8,BNB,725447098.4515,1505637,0.0,70.0,,,,,,1d
2025-05-11,664.1,668.7,648.22,651.36,722042.79,BNB,475023197.6615,1067469,1.184e-05,70.0,,882273882.9975705,281756.0,49492536.75833079,78.0,1d
2025-05-12,651.37,693.55,647.13,660.5,1473081.24,BNB,987147532.8069,1898497,2.0143333333333334e-05,70.0,,,,,,1d
2025-05-13,660.5,671.84,640.88,664.62,902555.38,BNB,591498583.304,1267480,0.0,70.0,,,,,,1d
2025-05-14,664.62,666.87,647.2,652.8,632708.75,BNB,415449838.9331,922478,1.6706666666666667e-05,73.0,,852667376.8567126,326818.0,48033095.5708874,,1d
2025-05-15,652.79,661.57,642.39,652.17,751530.05,BNB,489693785.7592,1165960,0.0,70.0,,,,,,1d
2025-05-16,652.17,660.19,643.57,646.39,533835.5,BNB,348561972.2575,849419,0.0,71.0,,,,,,1d
2025-05-17,646.39,646.61,634.32,639.42,445344.93,BNB,285390202.0165,840921,0.0,74.0,,853317480.0820746,291797.0,46842170.668077596,,1d
2025-05-18,639.42,654.97,633.82,651.32,519529.99,BNB,335289808.2831,888465,0.0,74.0,,,,,81.0,1d
2025-05-19,651.32,653.47,633.16,649.96,522324.4,BNB,335830567.7258,938050,0.0,74.0,,,,,,1d
2025-05-20,649.96,654.14,640.22,650.37,421053.04,BNB,272646219.4591,770795,0.0,71.0,,895055809.829457,569769.0,50269349.19490288,,1d
2025-05-21,650.37,678.38,648.85,673.58,1031763.44,BNB,682841337.2928,1348744,0.0,70.0,,,,,,1d
2025-05-22,673.59,689.99,673.35,686.49,755685.58,BNB,516125627.8273,1010406,0.0,72.0,,,,,,1d
2025-05-23,686.49,691.66,653.6,656.85,873638.58,BNB,588930293.9164,1200769,0.0,78.0,,937389530.5646338,444625.0,54588322.40563351,,1d
2025-05-24,656.85,677.27,655.31,667.89,451825.83,BNB,302793439.2802,713043,0.0,66.0,,,,,,1d
2025-05-25,667.89,671.54,656.49,669.13,444723.84,BNB,295165174.0298,712886,0.0,74.0,,,,,79.0,1d
